,id,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,geometry,latitude,longitude
1447,nc73150606,0.69,"16km WSW of Toms Place, CA",1552295914980,1552329147814,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150606,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150606.geojson,,,,,reviewed,0,7,nc,73150606,",nc73150606,",",nc,",",geoserve,nearby-cities,origin,phase-data,",13.0,0.0825,0.04,287.0,md,earthquake,"M 0.7 - 16km WSW of Toms Place, CA",POINT Z (-118.8515 37.5093333 4.82),37.5093333,-118.8515
1448,ak01937x21xe,2.1,"45km SE of Sterling, Alaska",1552295613807,1552295816426,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01937x21xe,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01937x21xe.geojson,,,,,automatic,0,68,ak,01937x21xe,",ak01937x21xe,",",ak,",",geoserve,origin,",,,0.39,,ml,earthquake,"M 2.1 - 45km SE of Sterling, Alaska",POINT Z (-150.2673 60.2068 49.9),60.2068,-150.2673
1449,nc73150601,0.96,"14km SW of Toms Place, CA",1552295555990,1552328816736,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150601,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150601.geojson,,,,,reviewed,0,14,nc,73150601,",nc73150601,",",nc,",",geoserve,nearby-cities,origin,phase-data,",15.0,0.114,0.05,303.0,md,earthquake,"M 1.0 - 14km SW of Toms Place, CA",POINT Z (-118.7975 37.4786667 7.8),37.4786667,-118.7975
1450,ak01937x1lbf,1.8,"157km NE of Cape Yakataga, Alaska",1552295478773,1552296217957,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ak01937x1lbf,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01937x1lbf.geojson,,,,,automatic,0,50,ak,01937x1lbf,",ak01937x1lbf,",",ak,",",geoserve,origin,",,,0.95,,ml,earthquake,"M 1.8 - 157km NE of Cape Yakataga, Alaska",POINT Z (-140.5554 61.1366 0.1),61.1366,-140.5554
1451,ak01937x1dfp,2.2,"38km NE of Kobuk, Alaska",1552295416617,1552296218245,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01937x1dfp,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01937x1dfp.geojson,,,,,automatic,0,74,ak,01937x1dfp,",ak01937x1dfp,",",ak,",",geoserve,origin,",,,0.54,,ml,earthquake,"M 2.2 - 38km NE of Kobuk, Alaska",POINT Z (-156.1638 67.104 9.300000000000001),67.104,-156.1638
1452,nc73150596,0.75,"5km NW of The Geysers, CA",1552295065150,1552296722202,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150596,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150596.geojson,,,,,automatic,0,9,nc,73150596,",nc73150596,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",12.0,0.003097,0.07,128.0,md,earthquake,"M 0.8 - 5km NW of The Geysers, CA",POINT Z (-122.7914963 38.8088341 0.05),38.8088341,-122.7914963
1453,ak01937wq2fm,1.6,"12km SSW of Big Lake, Alaska",1552294661703,1552294963616,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01937wq2fm,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01937wq2fm.geojson,,,,,automatic,0,39,ak,01937wq2fm,",ak01937wq2fm,",",ak,",",geoserve,origin,",,,0.75,,ml,earthquake,"M 1.6 - 12km SSW of Big Lake, Alaska",POINT Z (-150.0712 61.4274 37),61.4274,-150.0712
1454,nc73150581,1.91,"4km NW of The Geysers, CA",1552294535390,1552355824520,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150581,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150581.geojson,,,,,reviewed,0,56,nc,73150581,",nc73150581,",",nc,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",42.0,0.004212,0.05,32.0,md,earthquake,"M 1.9 - 4km NW of The Geysers, CA",POINT Z (-122.7903333 38.8063333 0.57),38.8063333,-122.7903333
1455,pr2019070009,2.56,"49km N of Brenas, Puerto Rico",1552294260730,1552306532717,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019070009,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019070009.geojson,,,,,reviewed,0,101,pr,2019070009,",pr2019070009,",",pr,",",geoserve,origin,phase-data,",10.0,0.4869,0.27,289.0,md,earthquake,"M 2.6 - 49km N of Brenas, Puerto Rico",POINT Z (-66.3156 18.9145 38),18.9145,-66.3156
1456,uu60316007,1.96,"56km N of Dove Creek, Colorado",1552294062940,1552379114040,-420,https://earthquake.usgs.gov/earthquakes/eventpage/uu60316007,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu60316007.geojson,,,,,reviewed,0,59,uu,60316007,",uu60316007,us1000jdum,",",uu,us,",",geoserve,origin,phase-data,",10.0,0.03272,0.09,83.0,md,earthquake,"M 2.0 - 56km N of Dove Creek, Colorado",POINT Z (-108.906 38.2793333 1.09),38.2793333,-108.906
1457,nc73150571,1.51,"7km WNW of The Geysers, CA",1552293804520,1552415403292,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150571,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150571.geojson,,,,,reviewed,0,35,nc,73150571,",nc73150571,",",nc,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",31.0,0.00271,0.05,46.0,md,earthquake,"M 1.5 - 7km WNW of The Geysers, CA",POINT Z (-122.8273333 38.8111667 1.86),38.8111667,-122.8273333
1458,ci38263583,0.73,"9km NNE of Cabazon, CA",1552293799730,1552311512930,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38263583,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38263583.geojson,,,,,reviewed,0,8,ci,38263583,",ci38263583,",",ci,",",geoserve,nearby-cities,origin,phase-data,",17.0,0.09664,0.09,122.0,ml,earthquake,"M 0.7 - 9km NNE of Cabazon, CA",POINT Z (-116.749 33.9905 16.08),33.9905,-116.749
1459,nc73150566,0.94,"8km WNW of The Geysers, CA",1552293781420,1552296963225,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150566,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150566.geojson,,,,,automatic,0,14,nc,73150566,",nc73150566,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",10.0,0.003762,0.03,133.0,md,earthquake,"M 0.9 - 8km WNW of The Geysers, CA",POINT Z (-122.8338318 38.8098335 2.22),38.8098335,-122.8338318
1460,ak01937wmgir,2.7,"63km NNW of Valdez, Alaska",1552293658053,1552293919733,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01937wmgir,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01937wmgir.geojson,,,,,automatic,0,112,ak,01937wmgir,",ak01937wmgir,",",ak,",",geoserve,origin,",,,0.77,,ml,earthquake,"M 2.7 - 63km NNW of Valdez, Alaska",POINT Z (-146.8997 61.6306 19.4),61.6306,-146.8997
1461,ak01937wla81,2.1,"83km E of Cantwell, Alaska",1552293310615,1552293567726,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01937wla81,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01937wla81.geojson,,,,,automatic,0,68,ak,01937wla81,",ak01937wla81,",",ak,",",geoserve,origin,",,,0.97,,ml,earthquake,"M 2.1 - 83km E of Cantwell, Alaska",POINT Z (-147.3093 63.5184 39.4),63.5184,-147.3093
1462,nc73150561,0.22,"7km NW of The Geysers, CA",1552293153990,1552328455104,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150561,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150561.geojson,,,,,reviewed,0,1,nc,73150561,",nc73150561,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",13.0,0.0003986,0.02,65.0,md,earthquake,"M 0.2 - 7km NW of The Geysers, CA",POINT Z (-122.81 38.823 1.48),38.823,-122.81
1463,nc73150551,2.63,"7km WNW of The Geysers, CA",1552292894810,1552440302682,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150551,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150551.geojson,,,,,reviewed,0,106,nc,73150551,",nc73150551,",",nc,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",37.0,0.001543,0.05,47.0,md,earthquake,"M 2.6 - 7km WNW of The Geysers, CA",POINT Z (-122.8278333 38.81 2.02),38.81,-122.8278333
1464,nc73150546,2.67,"7km WNW of The Geysers, CA",1552292879040,1552364583226,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150546,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150546.geojson,3.0,2.0,,,reviewed,0,110,nc,73150546,",nc73150546,",",nc,",",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",56.0,0.002565,0.04,33.0,md,earthquake,"M 2.7 - 7km WNW of The Geysers, CA",POINT Z (-122.8268333 38.8106667 1.7),38.8106667,-122.8268333
1465,nc73150541,1.1,"6km NNW of The Geysers, CA",1552292609280,1552303023395,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150541,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150541.geojson,,,,,automatic,0,19,nc,73150541,",nc73150541,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",17.0,0.01102,0.04,88.0,md,earthquake,"M 1.1 - 6km NNW of The Geysers, CA",POINT Z (-122.7921677 38.8196678 2.42),38.8196678,-122.7921677
1466,us1000jdhm,4.6,"126km E of Iwaki, Japan",1552292453640,1552293966040,540,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jdhm,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us1000jdhm.geojson,,,,,reviewed,0,326,us,1000jdhm,",us1000jdhm,",",us,",",geoserve,origin,phase-data,",,1.535,0.54,140.0,mb,earthquake,"M 4.6 - 126km E of Iwaki, Japan",POINT Z (142.2885 36.9013 35),36.9013,142.2885
1467,pr2019070008,1.3,"1km NNE of Jobos, Puerto Rico",1552292317690,1552306517213,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019070008,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019070008.geojson,,,,,reviewed,0,26,pr,2019070008,",pr2019070008,",",pr,",",geoserve,origin,phase-data,",6.0,0.0527,0.13,196.0,md,earthquake,"M 1.3 - 1km NNE of Jobos, Puerto Rico",POINT Z (-66.1596 17.9656 15),17.9656,-66.1596
1468,uw61513677,0.58,"1km E of Erlands Point-Kitsap Lake, Washington",1552292311220,1552331107120,-480,https://earthquake.usgs.gov/earthquakes/eventpage/uw61513677,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uw61513677.geojson,,,,,reviewed,0,5,uw,61513677,",uw61513677,",",uw,",",geoserve,origin,phase-data,",4.0,,0.05,269.0,ml,earthquake,"M 0.6 - 1km E of Erlands Point-Kitsap Lake, Washington",POINT Z (-122.68583333333 47.598833333333 14.02),47.598833333333,-122.68583333333
1469,uu60316002,1.78,"16km ESE of Soda Springs, Idaho",1552291895140,1552501773350,-420,https://earthquake.usgs.gov/earthquakes/eventpage/uu60316002,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu60316002.geojson,,,,,reviewed,0,49,uu,60316002,",uu60316002,",",uu,",",geoserve,origin,phase-data,",13.0,0.3008,0.22,117.0,ml,earthquake,"M 1.8 - 16km ESE of Soda Springs, Idaho",POINT Z (-111.4248333 42.583 2.55),42.583,-111.4248333
1470,ak01937wfzfj,2.7,"20km SE of Cohoe, Alaska",1552291837501,1552292584049,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01937wfzfj,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01937wfzfj.geojson,,,,,automatic,0,112,ak,01937wfzfj,",ak01937wfzfj,",",ak,",",geoserve,origin,",,,0.52,,ml,earthquake,"M 2.7 - 20km SE of Cohoe, Alaska",POINT Z (-151.0738 60.225 51.7),60.225,-151.0738
1471,pr2019070007,1.84,"2km NW of Indios, Puerto Rico",1552291679750,1552306498365,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019070007,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019070007.geojson,,,,,reviewed,0,52,pr,2019070007,",pr2019070007,",",pr,",",geoserve,origin,phase-data,",6.0,0.058,0.33,151.0,md,earthquake,"M 1.8 - 2km NW of Indios, Puerto Rico",POINT Z (-66.83329999999999 18.0105 11),18.0105,-66.8333
1472,ak01937we6up,2.1,"45km NNW of Kodiak Station, Alaska",1552291320185,1552291649037,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01937we6up,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01937we6up.geojson,,,,,automatic,0,68,ak,01937we6up,",ak01937we6up,",",ak,",",geoserve,origin,",,,0.58,,ml,earthquake,"M 2.1 - 45km NNW of Kodiak Station, Alaska",POINT Z (-152.9444 58.1274 66.5),58.1274,-152.9444
1473,ak01937wdsp1,1.3,"4km SSE of Big Lake, Alaska",1552291216699,1552291417762,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01937wdsp1,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01937wdsp1.geojson,,,,,automatic,0,26,ak,01937wdsp1,",ak01937wdsp1,",",ak,",",geoserve,origin,",,,0.82,,ml,earthquake,"M 1.3 - 4km SSE of Big Lake, Alaska",POINT Z (-149.9062 61.4837 33.1),61.4837,-149.9062
1474,nc73150526,0.56,"6km WNW of Cobb, CA",1552291127650,1552298282350,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150526,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150526.geojson,,,,,automatic,0,5,nc,73150526,",nc73150526,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",11.0,0.00473,0.03,112.0,md,earthquake,"M 0.6 - 6km WNW of Cobb, CA",POINT Z (-122.7843323 38.8378334 1.74),38.8378334,-122.7843323
1475,ci38263575,0.95,"8km NNW of Borrego Springs, CA",1552290846930,1552402991320,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38263575,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38263575.geojson,,,,,reviewed,0,14,ci,38263575,",ci38263575,",",ci,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,",59.0,0.04084,0.18,53.0,ml,earthquake,"M 1.0 - 8km NNW of Borrego Springs, CA",POINT Z (-116.415 33.3188333 6.84),33.3188333,-116.415
1476,ak01937w2qkg,2.3,"51km SE of Cape Yakataga, Alaska",1552290539142,1552290805757,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01937w2qkg,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01937w2qkg.geojson,,,,,automatic,0,81,ak,01937w2qkg,",ak01937w2qkg,",",ak,",",geoserve,origin,",,,1.05,,ml,earthquake,"M 2.3 - 51km SE of Cape Yakataga, Alaska",POINT Z (-141.8456 59.7048 0),59.7048,-141.8456
1477,nc73150521,0.57,"10km ENE of Mammoth Lakes, CA",1552290531340,1552413843337,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150521,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150521.geojson,,,,,reviewed,0,5,nc,73150521,",nc73150521,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",18.0,0.02435,0.05,81.0,md,earthquake,"M 0.6 - 10km ENE of Mammoth Lakes, CA",POINT Z (-118.8708333 37.6573333 3.68),37.6573333,-118.8708333
1478,ak01937w0igd,2.0,"44km ESE of Cape Yakataga, Alaska",1552289900636,1552290123172,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01937w0igd,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01937w0igd.geojson,,,,,automatic,0,62,ak,01937w0igd,",ak01937w0igd,",",ak,",",geoserve,origin,",,,0.8,,ml,earthquake,"M 2.0 - 44km ESE of Cape Yakataga, Alaska",POINT Z (-141.6573 59.9682 14.6),59.9682,-141.6573
1479,ak01937w0a54,1.9,"49km E of Cape Yakataga, Alaska",1552289830968,1552290022575,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01937w0a54,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01937w0a54.geojson,,,,,automatic,0,56,ak,01937w0a54,",ak01937w0a54,",",ak,",",geoserve,origin,",,,1.08,,ml,earthquake,"M 1.9 - 49km E of Cape Yakataga, Alaska",POINT Z (-141.5479 60.0533 0),60.0533,-141.5479
1480,uu60315997,1.57,"20km SE of East Carbon City, Utah",1552288742450,1552501524450,-420,https://earthquake.usgs.gov/earthquakes/eventpage/uu60315997,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu60315997.geojson,,,,,reviewed,0,38,uu,60315997,",uu60315997,",",uu,",",geoserve,origin,phase-data,",9.0,0.04826,0.28,210.0,md,earthquake,"M 1.6 - 20km SE of East Carbon City, Utah",POINT Z (-110.272 39.3988333 -3.38),39.3988333,-110.272
1481,nc73150511,0.57,"9km NW of The Geysers, CA",1552288549380,1552295163059,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150511,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150511.geojson,,,,,automatic,0,5,nc,73150511,",nc73150511,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",9.0,0.007162,0.03,92.0,md,earthquake,"M 0.6 - 9km NW of The Geysers, CA",POINT Z (-122.8263321 38.8381653 1.35),38.8381653,-122.8263321
1482,uw61513672,1.3,"12km WSW of Port Ludlow, Washington",1552288313710,1552330129190,-480,https://earthquake.usgs.gov/earthquakes/eventpage/uw61513672,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uw61513672.geojson,,,,,reviewed,0,26,uw,61513672,",uw61513672,",",uw,",",geoserve,origin,phase-data,",15.0,,0.15,110.0,ml,earthquake,"M 1.3 - 12km WSW of Port Ludlow, Washington",POINT Z (-122.84283333333 47.899166666667 22.51),47.899166666667,-122.84283333333
1483,nc73150506,0.3,"5km WNW of Cobb, CA",1552288189010,1552434304095,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150506,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150506.geojson,,,,,reviewed,0,1,nc,73150506,",nc73150506,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",8.0,0.006549,0.03,100.0,md,earthquake,"M 0.3 - 5km WNW of Cobb, CA",POINT Z (-122.7816667 38.8375 2.56),38.8375,-122.7816667
1484,ci38263567,0.4,"9km NE of Aguanga, CA",1552288073010,1552311544790,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38263567,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38263567.geojson,,,,,reviewed,0,2,ci,38263567,",ci38263567,",",ci,",",geoserve,nearby-cities,origin,phase-data,",20.0,0.02761,0.16,71.0,ml,earthquake,"M 0.4 - 9km NE of Aguanga, CA",POINT Z (-116.7846667 33.488 4.61),33.488,-116.7846667
1485,pr2019070006,2.8,"56km NW of San Antonio, Puerto Rico",1552287680690,1552306477690,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019070006,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019070006.geojson,,,,,reviewed,0,121,pr,2019070006,",pr2019070006,",",pr,",",geoserve,origin,phase-data,",3.0,0.5316,0.17,334.0,md,earthquake,"M 2.8 - 56km NW of San Antonio, Puerto Rico",POINT Z (-67.4181 18.9016 6),18.9016,-67.4181
1486,nc73150496,0.49,"6km NW of The Geysers, CA",1552287402840,1552290362609,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150496,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150496.geojson,,,,,automatic,0,4,nc,73150496,",nc73150496,",",nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",9.0,0.008656,0.02,110.0,md,earthquake,"M 0.5 - 6km NW of The Geysers, CA",POINT Z (-122.7990036 38.8230019 2.46),38.8230019,-122.7990036
1487,nn00679791,0.8,"54km SSW of Goldfield, Nevada",1552287349920,1552337689570,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nn00679791,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00679791.geojson,,,,,reviewed,0,10,nn,00679791,",nn00679791,",",nn,",",geoserve,origin,phase-data,",6.0,0.126,0.0937,162.71,ml,earthquake,"M 0.8 - 54km SSW of Goldfield, Nevada",POINT Z (-117.4935 37.2663 13.2),37.2663,-117.4935
1488,ak01937vi1xh,1.9,"29km E of Cape Yakataga, Alaska",1552287129011,1552287294075,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01937vi1xh,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01937vi1xh.geojson,,,,,automatic,0,56,ak,01937vi1xh,",ak01937vi1xh,",",ak,",",geoserve,origin,",,,0.82,,ml,earthquake,"M 1.9 - 29km E of Cape Yakataga, Alaska",POINT Z (-141.9029 60.0917 16),60.0917,-141.9029
1489,ci38263559,1.07,"10km NE of Aguanga, CA",1552287093320,1552311636680,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38263559,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38263559.geojson,,,,,reviewed,0,18,ci,38263559,",ci38263559,",",ci,",",focal-mechanism,geoserve,nearby-cities,origin,phase-data,",51.0,0.001214,0.19,25.0,ml,earthquake,"M 1.1 - 10km NE of Aguanga, CA",POINT Z (-116.7993333 33.5115 2.65),33.5115,-116.7993333
1490,ak01937vhnfs,1.5,"20km NNE of North Nenana, Alaska",1552287018610,1552287394724,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01937vhnfs,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01937vhnfs.geojson,,,,,automatic,0,35,ak,01937vhnfs,",ak01937vhnfs,",",ak,",",geoserve,origin,",,,0.52,,ml,earthquake,"M 1.5 - 20km NNE of North Nenana, Alaska",POINT Z (-148.8881 64.73999999999999 15),64.74,-148.8881
1491,nc73150491,1.9,"4km SW of East Shore, CA",1552287013870,1552339803360,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150491,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150491.geojson,,,,,reviewed,0,56,nc,73150491,",nn00679745,nc73150491,",",nn,nc,",",geoserve,nearby-cities,origin,phase-data,scitech-link,",15.0,0.04602,0.19,137.0,md,earthquake,"M 1.9 - 4km SW of East Shore, CA",POINT Z (-121.1028333 40.2151667 7.75),40.2151667,-121.1028333
1492,us1000jdgc,5.0,Western Indian-Antarctic Ridge,1552286634780,1552287819040,480,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jdgc,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us1000jdgc.geojson,,,,,reviewed,0,385,us,1000jdgc,",us1000jdgc,",",us,",",geoserve,origin,phase-data,",,16.391,0.68,137.0,mb,earthquake,M 5.0 - Western Indian-Antarctic Ridge,POINT Z (115.2744 -50.118 10),-50.118,115.2744
1493,us1000jdg8,4.9,"8km SSW of Kihoku-cho, Japan",1552286271740,1552538951035,540,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jdg8,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us1000jdg8.geojson,7.0,2.9,,,reviewed,0,371,us,1000jdg8,",us1000jdg8,",",us,",",dyfi,geoserve,origin,phase-data,",,1.162,0.73,77.0,mb,earthquake,"M 4.9 - 8km SSW of Kihoku-cho, Japan",POINT Z (132.6498 33.1828 41.32),33.1828,132.6498
1494,nn00679785,1.0,"24km SE of Lone Pine, California",1552286255979,1552333999708,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nn00679785,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00679785.geojson,,,,,reviewed,0,15,nn,00679785,",nn00679785,",",nn,",",geoserve,origin,phase-data,",7.0,0.175,0.2048,159.52,ml,earthquake,"M 1.0 - 24km SE of Lone Pine, California",POINT Z (-117.8634 36.4558 1.5),36.4558,-117.8634
1495,ci38263551,0.04,"11km NE of Aguanga, CA",1552285924660,1552322781139,-480,https://earthquake.usgs.gov/earthquakes/eventpage/ci38263551,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci38263551.geojson,,,,,reviewed,0,0,ci,38263551,",ci38263551,",",ci,",",geoserve,nearby-cities,origin,phase-data,",13.0,0.009398,0.11,99.0,ml,earthquake,"M 0.0 - 11km NE of Aguanga, CA",POINT Z (-116.7958333 33.521 2.88),33.521,-116.7958333
1496,pr2019070005,1.53,"1km NNW of Yauco, Puerto Rico",1552285673540,1552286754380,-240,https://earthquake.usgs.gov/earthquakes/eventpage/pr2019070005,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr2019070005.geojson,,,,,reviewed,0,36,pr,2019070005,",pr2019070005,",",pr,",",geoserve,origin,phase-data,",3.0,0.2463,0.08,301.0,md,earthquake,"M 1.5 - 1km NNW of Yauco, Puerto Rico",POINT Z (-66.85250000000001 18.0451 19),18.0451,-66.8525
1497,nn00679784,1.0,"29km ESE of Smith, Nevada",1552285552245,1552333258400,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nn00679784,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00679784.geojson,,,,,reviewed,0,15,nn,00679784,",nn00679784,",",nn,",",geoserve,origin,phase-data,",7.0,0.383,0.1285,154.05,ml,earthquake,"M 1.0 - 29km ESE of Smith, Nevada",POINT Z (-119.0001 38.715 6.9),38.715,-119.0001
1498,nc73150486,0.89,"7km NNW of Round Valley, CA",1552285406640,1552327883394,-480,https://earthquake.usgs.gov/earthquakes/eventpage/nc73150486,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc73150486.geojson,,,,,reviewed,0,12,nc,73150486,",nc73150486,",",nc,",",geoserve,nearby-cities,origin,phase-data,",8.0,0.2029,0.02,337.0,md,earthquake,"M 0.9 - 7km NNW of Round Valley, CA",POINT Z (-118.6145 37.48 0.43),37.48,-118.6145
1499,us1000jdg2,5.2,"48km S of Tanaga Volcano, Alaska",1552285394690,1552424231040,-600,https://earthquake.usgs.gov/earthquakes/eventpage/us1000jdg2,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us1000jdg2.geojson,1.0,1.0,,,reviewed,0,416,us,1000jdg2,",us1000jdg2,ak01937vbus7,",",us,ak,",",dyfi,geoserve,moment-tensor,origin,phase-data,",,0.791,0.99,116.0,mww,earthquake,"M 5.2 - 48km S of Tanaga Volcano, Alaska",POINT Z (-178.2445 51.4488 47.76),51.4488,-178.2445
1500,ak01937vb1sd,2.4,"52km ESE of Cape Yakataga, Alaska",1552285193644,1552285377232,-540,https://earthquake.usgs.gov/earthquakes/eventpage/ak01937vb1sd,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak01937vb1sd.geojson,,,,,automatic,0,89,ak,01937vb1sd,",ak01937vb1sd,",",ak,",",geoserve,origin,",,,0.56,,ml,earthquake,"M 2.4 - 52km ESE of Cape Yakataga, Alaska",POINT Z (-141.639 59.8143 6.5),59.8143,-141.639
